"vesselCode","opeID","Gear","Subarea","Target","fishopSetStartDate","fishopSetStartLatitude","fishopSetStartLongitude","StartDepth","fishopSetEndDate","fishopSetEndLatitude","fishopSetEndLongitude","EndDepth","fishopHaulStartDate","fishopHaulEndDate","HooksSet","HooksLost","speciesFAOCode","speciesScientificName","speciesEnglishName","Catch_Kg","src","datasetID","Soaktime","Season","MU","Weigth"
10668,"H43590","Set longlines","3b","TOP",2020-02-22 15:15:00,-44.8133333333333,45.76,1630,2020-02-22 15:55:00,-44.7833333333333,45.7166666666667,1638,NA,NA,2921,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",144,"HBH",164,2.24652777777374,2020,"DC",NA
10668,"H43591","Set longlines","3b","TOP",2020-02-22 16:10:00,-44.7416666666667,45.655,1646,2020-02-22 16:50:00,-44.7133333333333,45.6133333333333,1655,NA,NA,2912,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",258,"HBH",164,2.46875,2020,"DC",NA
10668,"H43592","Set longlines","3b","TOP",2020-02-22 17:15:00,-44.8083333333333,45.56,1657,2020-02-22 17:55:00,-44.785,45.6,1650,NA,NA,2900,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",182,"HBH",164,2.63888888888323,2020,"DC",NA
10668,"H43593","Set longlines","3b","TOP",2020-02-22 18:10:00,-44.8271666666667,45.6601666666667,1647,2020-02-22 18:45:00,-44.8568333333333,45.7038333333333,1645,NA,NA,2954,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",216,"HBH",164,2.89930555555475,2020,"DC",NA
10668,"H43594","Set longlines","3b","TOP",2020-02-22 22:15:00,-44.9921666666667,45.1385,1567,2020-02-22 22:50:00,-44.962,45.0971666666667,1522,NA,NA,2955,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",250,"HBH",164,3.17361111110949,2020,"DC",NA
10668,"H43595","Set longlines","3b","TOP",2020-02-22 23:10:00,-44.9221666666667,45.0401666666667,1474,2020-02-22 23:50:00,-44.8935,45.0023333333333,1423,NA,NA,2899,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",243,"HBH",164,3.36805555555475,2020,"DC",NA
10668,"H43596","Set longlines","3b","TOP",2020-02-23 00:50:00,-44.9921666666667,44.8375,1298,2020-02-23 01:25:00,-44.9703333333333,44.802,1248,NA,NA,2960,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",112,"HBH",164,3.56944444443798,2020,"DC",NA
10668,"H43597","Set longlines","3b","TOP",2020-02-23 01:40:00,-44.9336666666667,44.7506666666667,1299,2020-02-23 02:20:00,-44.9085,44.7151666666667,1414,NA,NA,2856,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",288,"HBH",164,3.77083333333576,2020,"DC",NA
10668,"H43598","Set longlines","3b","TOP",2020-02-23 02:30:00,-44.875,44.65,1417,2020-02-23 03:05:00,-44.8473333333333,44.6085,1251,NA,NA,2976,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",101,"HBH",164,4.01736111111677,2020,"DC",NA
10668,"H43599","Set longlines","3b","TOP",2020-02-23 03:15:00,-44.8068333333333,44.5536666666667,1195,2020-02-23 03:55:00,-44.7801666666667,44.515,1212,NA,NA,2856,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",206,"HBH",164,4.23263888889051,2020,"DC",NA
10668,"H43600","Set longlines","3b","TOP",2020-02-23 05:35:00,-44.6836666666667,44.3918333333333,1291,2020-02-23 06:10:00,-44.6551666666667,44.3536666666667,1311,NA,NA,2948,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",182,"HBH",164,4.36805555555475,2020,"DC",NA
10668,"H43601","Set longlines","3b","TOP",2020-02-23 06:20:00,-44.6151666666667,44.297,1395,2020-02-23 07:00:00,-44.5921666666667,44.2653333333333,1456,NA,NA,2808,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",313,"HBH",164,4.55902777778101,2020,"DC",NA
10668,"H43602","Set longlines","3b","TOP",2020-02-23 11:00:00,-44.2505,44.75,1280,2020-02-23 12:00:00,-44.2501666666667,44.8086666666667,1365,NA,NA,2954,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",252,"HBH",164,4.6875,2020,"DC",NA
10668,"H43603","Set longlines","3b","TOP",2020-02-23 09:40:00,-44.2501666666667,44.6086666666667,1446,2020-02-23 10:55:00,-44.25,44.6678333333333,1386,NA,NA,2925,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",364,"HBH",164,5.19097222222626,2020,"DC",NA
10668,"H43604","Set longlines","3b","TOP",2020-02-24 09:30:00,-44.6886666666667,45.7773333333333,1675,2020-02-24 10:05:00,-44.7205,45.8516666666667,1652,NA,NA,2914,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",206,"HBH",164,5.10763888889051,2020,"DC",NA
10668,"H43605","Set longlines","3b","TOP",2020-02-24 08:30:00,-44.6205,45.7086666666667,1689,2020-02-24 09:10:00,-44.6485,45.7455,1682,NA,NA,2942,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",125,"HBH",164,5.45833333333576,2020,"DC",NA
10668,"H43606","Set longlines","3b","TOP",2020-02-24 21:00:00,-44.7355,45.7601666666667,1634,2020-02-24 21:40:00,-44.7635,45.8003333333333,1628,NA,NA,2912,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",258,"HBH",164,5.21527777777374,2020,"DC",NA
10668,"H43607","Set longlines","3b","TOP",2020-02-24 20:05:00,-44.6655,45.66,1660,2020-02-24 20:45:00,-44.6955,45.7023333333333,1649,NA,NA,2945,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",190,"HBH",164,5.45138888888323,2020,"DC",NA
10668,"H43608","Set longlines","3b","TOP",2020-02-25 23:15:00,-44.9771666666667,45.667,1680,2020-02-25 23:55:00,-44.9771666666667,45.6135,1686,NA,NA,2956,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",56,"HBH",164,4.63541666666424,2020,"DC",NA
10668,"H43609","Set longlines","3b","TOP",2020-02-26 00:15:00,-44.977,45.5333333333333,1687,2020-02-26 00:50:00,-44.9771666666667,45.4853333333333,1690,NA,NA,2895,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",152,"HBH",164,4.82291666667152,2020,"DC",NA
10668,"H43610","Set longlines","3b","TOP",2020-02-25 22:30:00,-44.9021666666667,45.657,1650,2020-02-25 23:10:00,-44.9318333333333,45.6986666666667,1648,NA,NA,2938,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",90,"HBH",164,5.13888888888323,2020,"DC",NA
10668,"H43611","Set longlines","3b","TOP",2020-02-25 21:30:00,-44.8303333333333,45.5575,1674,2020-02-25 22:10:00,-44.8588333333333,45.5951666666667,1650,NA,NA,2914,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",102,"HBH",164,5.42361111110949,2020,"DC",NA
10668,"H43612","Set longlines","3b","TOP",2020-02-26 12:50:00,-44.992,45.0253333333333,1429,2020-02-26 13:30:00,-44.962,44.9886666666667,1524,NA,NA,2986,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",206,"HBH",164,5.23611111110949,2020,"DC",NA
10668,"H43613","Set longlines","3b","TOP",2020-02-26 13:50:00,-44.9235,44.93,1332,2020-02-26 14:25:00,-44.8953333333333,44.8921666666667,1298,NA,NA,2892,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",88,"HBH",164,5.45486111110949,2020,"DC",NA
10668,"H43614","Set longlines","3b","TOP",2020-02-28 01:45:00,-44.5885,44.4171666666667,1474,2020-02-28 02:25:00,-44.582,44.4606666666667,1496,NA,NA,2963,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",338,"HBH",164,4.20833333333576,2020,"DC",NA
10668,"H43615","Set longlines","3b","TOP",2020-02-28 00:45:00,-44.6053333333333,44.2901666666667,1412,2020-02-28 01:25:00,-44.5988333333333,44.342,1438,NA,NA,2954,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",270,"HBH",164,4.44097222221899,2020,"DC",NA
10668,"H43616","Set longlines","3b","TOP",2020-02-27 14:05:00,-44.7578333333333,44.485,1185,2020-02-27 14:40:00,-44.7301666666667,44.45,1208,NA,NA,2914,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",172,"HBH",164,5.28125,2020,"DC",NA
10668,"H43617","Set longlines","3b","TOP",2020-02-27 13:10:00,-44.8253333333333,44.5853333333333,1200,2020-02-27 13:50:00,-44.7966666666667,44.5451666666667,1213,NA,NA,2955,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",201,"HBH",164,5.50347222221899,2020,"DC",NA
10668,"H43618","Set longlines","3b","TOP",2020-02-27 01:40:00,-44.9886666666667,44.7835,1312,2020-02-27 02:30:00,-44.9871666666667,44.7318333333333,1318,NA,NA,2912,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",297,"HBH",164,6.26736111111677,2020,"DC",NA
10668,"H43619","Set longlines","3b","TOP",2020-02-27 02:45:00,-44.9356666666667,44.7203333333333,1330,2020-02-27 03:20:00,-44.9301666666667,44.6666666666667,1460,NA,NA,2899,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",210,"HBH",164,6.43055555555475,2020,"DC",NA
10668,"H43620","Set longlines","3b","TOP",2020-02-29 10:40:00,-44.7038333333333,45.4838333333333,1670,2020-02-29 11:20:00,-44.7318333333333,45.5221666666667,1656,NA,NA,2970,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",325,"HBH",164,4.48263888889051,2020,"DC",NA
10668,"H43621","Set longlines","3b","TOP",2020-03-01 12:35:00,-44.7466666666667,45.8216666666667,1626,2020-03-01 13:10:00,-44.775,45.8,1623,NA,NA,2898,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",466,"HBH",164,3.78819444444525,2020,"DC",NA
10668,"H43622","Set longlines","3b","TOP",2020-03-01 11:45:00,-44.665,45.8583333333333,1679,2020-03-01 12:25:00,-44.7016666666667,45.8583333333333,1666,NA,NA,2910,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",309,"HBH",164,4.01041666667152,2020,"DC",NA
10668,"H43623","Set longlines","3b","TOP",2020-02-29 09:40:00,-44.6353333333333,45.3851666666667,1695,2020-02-29 10:20:00,-44.662,45.4283333333333,1686,NA,NA,2954,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",212,"HBH",164,5.34722222222626,2020,"DC",NA
10668,"H43624","Set longlines","3b","TOP",2020-03-01 13:25:00,-44.7985,45.7301666666667,1628,2020-03-01 14:00:00,-44.8236666666667,45.7666666666667,1625,NA,NA,2900,FALSE,"TOP","Dissostichus eleginoides","Patagonian toothfish",420,"HBH",164,5.28819444444525,2020,"DC",NA
10668,"H43625","Set longlines","3b","TOP",2020-03-01 14:15:00,-44.85,45.6951666666667,1642,2020-03-01 14:50:00,-44.875,45.7318333333333,1640,NA,NA,2901,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",305,"HBH",164,5.49305555555475,2020,"DC",NA
10668,"H43626","Set longlines","3b","TOP",2020-03-02 15:15:00,-44.9166666666667,45.1401666666667,1577,2020-03-02 15:50:00,-44.8918333333333,45.1036666666667,1525,NA,NA,2901,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",102,"HBH",164,4.94444444444525,2020,"DC",NA
10668,"H43627","Set longlines","3b","TOP",2020-03-02 16:10:00,-44.852,45.0455,1510,2020-03-02 16:50:00,-44.8255,45.0121666666667,1472,NA,NA,2899,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",235,"HBH",164,5.14930555555475,2020,"DC",NA
10668,"H43628","Set longlines","3b","TOP",2020-03-02 18:20:00,-44.9535,45.0833333333333,1522,2020-03-02 19:00:00,-44.9805,45.1188333333333,1550,NA,NA,2896,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",200,"HBH",164,5.27777777778101,2020,"DC",NA
10668,"H43629","Set longlines","3b","TOP",2020-03-02 17:20:00,-44.887,44.9918333333333,1412,2020-03-02 18:00:00,-44.912,45.0285,1444,NA,NA,2937,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",144,"HBH",164,5.54166666666424,2020,"DC",NA
10668,"H43630","Set longlines","3b","TOP",2020-03-03 19:50:00,-44.6936666666667,44.2101666666667,1330,2020-03-03 20:30:00,-44.7173333333333,44.2435,1298,NA,NA,2946,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",91,"HBH",164,4.87847222222626,2020,"DC",NA
10668,"H43631","Set longlines","3b","TOP",2020-03-03 19:00:00,-44.6301666666667,44.1203333333333,1466,2020-03-03 19:35:00,-44.6535,44.1536666666667,1399,NA,NA,2956,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",136,"HBH",164,5.22222222222626,2020,"DC",NA
10668,"H43632","Set longlines","3b","TOP",2020-03-03 17:50:00,-44.6103333333333,44.217,1436,2020-03-03 18:20:00,-44.6355,44.2516666666667,1370,NA,NA,2904,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",110,"HBH",164,5.42361111110949,2020,"DC",NA
10668,"H43633","Set longlines","3b","TOP",2020-03-03 17:00:00,-44.5453333333333,44.1288333333333,1615,2020-03-03 17:35:00,-44.5683333333333,44.16,1525,NA,NA,2945,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",126,"HBH",164,5.60763888889051,2020,"DC",NA
10668,"H43634","Set longlines","3b","TOP",2020-03-04 06:45:00,-44.8868333333333,44.5601666666667,1243,2020-03-04 07:20:00,-44.912,44.5935,1333,NA,NA,2934,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",255,"HBH",164,5.45833333333576,2020,"DC",NA
10668,"H43635","Set longlines","3b","TOP",2020-03-04 07:35:00,-44.963,44.6101666666667,1502,2020-03-04 08:15:00,-44.9901666666667,44.6536666666667,1440,NA,NA,2956,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",279,"HBH",164,5.69444444444525,2020,"DC",NA
10668,"H43636","Set longlines","3b","TOP",2020-03-04 17:50:00,-44.8968333333333,44.7836666666667,1300,2020-03-04 18:30:00,-44.922,44.8155,1262,NA,NA,2965,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",233,"HBH",164,5.43055555555475,2020,"DC",NA
10668,"H43637","Set longlines","3b","TOP",2020-03-04 18:45:00,-44.9621666666667,44.8738333333333,1280,2020-03-04 19:25:00,-44.9873333333333,44.9085,1312,NA,NA,2955,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",220,"HBH",164,5.59027777777374,2020,"DC",NA
10668,"H43638","Set longlines","3b","TOP",2020-03-05 16:50:00,-44.6918333333333,45.5786666666667,1670,2020-03-05 17:25:00,-44.6918333333333,45.5183333333333,1675,NA,NA,2934,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",273,"HBH",164,5.07638888889051,2020,"DC",NA
10668,"H43639","Set longlines","3b","TOP",2020-03-05 15:40:00,-44.6901666666667,45.6953333333333,1665,2020-03-05 16:20:00,-44.692,45.6468333333333,1667,NA,NA,2963,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",269,"HBH",164,5.36111111110949,2020,"DC",NA
10668,"H43640","Set longlines","3b","TOP",2020-03-06 18:30:00,-44.7535,45.6201666666667,1644,2020-03-06 19:15:00,-44.7803333333333,45.6551666666667,1638,NA,NA,2965,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",473,"HBH",164,4.54166666666424,2020,"DC",NA
10668,"H43641","Set longlines","3b","TOP",2020-03-08 11:00:00,-44.8785,44.8803333333333,1296,2020-03-08 11:40:00,-44.8553333333333,44.8436666666667,1273,NA,NA,2975,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",98,"HBH",164,3.38194444444525,2020,"DC",NA
10668,"H43642","Set longlines","3b","TOP",2020-03-08 12:15:00,-44.8151666666667,44.7888333333333,1258,2020-03-08 12:55:00,-44.7918333333333,44.7538333333333,1252,NA,NA,2976,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",255,"HBH",164,3.5625,2020,"DC",NA
10668,"H43643","Set longlines","3b","TOP",2020-03-08 13:30:00,-44.7901666666667,44.6603333333333,1228,2020-03-08 14:10:00,-44.7721666666667,44.6221666666667,1160,NA,NA,2899,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",193,"HBH",164,3.66666666666424,2020,"DC",NA
10668,"H43644","Set longlines","3b","TOP",2020-03-08 14:45:00,-44.7401666666667,44.5603333333333,1225,2020-03-08 15:25:00,-44.7203333333333,44.522,1237,NA,NA,2954,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",251,"HBH",164,3.80208333333576,2020,"DC",NA
10668,"H43645","Set longlines","3b","TOP",2020-03-09 13:50:00,-44.7388333333333,43.9035,1440,2020-03-09 14:30:00,-44.7618333333333,43.9405,1424,NA,NA,2957,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",131,"HBH",164,3.22569444444525,2020,"DC",NA
10668,"H43646","Set longlines","3b","TOP",2020-03-09 14:50:00,-44.8015,43.9935,1335,2020-03-09 15:30:00,-44.8251666666667,44.0286666666667,1308,NA,NA,2976,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",301,"HBH",164,3.41319444444525,2020,"DC",NA
10668,"H43647","Set longlines","3b","TOP",2020-03-09 12:55:00,-44.7221666666667,44.0535,1392,2020-03-09 13:35:00,-44.7433333333333,44.013,1391,NA,NA,2975,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",297,"HBH",164,3.64930555556202,2020,"DC",NA
10668,"H43648","Set longlines","3b","TOP",2020-03-09 12:00:00,-44.6686666666667,44.1468333333333,1393,2020-03-09 12:40:00,-44.6885,44.1103333333333,1392,NA,NA,2955,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",153,"HBH",164,3.88194444443798,2020,"DC",NA
10668,"H43649","Set longlines","3b","TOP",2020-03-10 13:45:00,-44.987,45.1285,1558,2020-03-10 14:25:00,-44.9871666666667,45.1785,1610,NA,NA,2917,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",293,"HBH",164,3.47916666666424,2020,"DC",NA
10668,"H43650","Set longlines","3b","TOP",2020-03-10 15:25:00,-44.8751666666667,45.2753333333333,1612,2020-03-10 16:05:00,-44.9,45.2433333333333,1623,NA,NA,2945,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",396,"HBH",164,3.72569444444525,2020,"DC",NA
10668,"H43651","Set longlines","3b","TOP",2020-03-07 10:45:00,-44.9166666666667,45.6483333333333,1657,2020-03-07 11:20:00,-44.9166666666667,45.6,1662,NA,NA,2898,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",54,"HBH",164,7.32291666667152,2020,"DC",NA
10668,"H43652","Set longlines","3b","TOP",2020-03-07 11:45:00,-44.9166666666667,45.525,1696,2020-03-07 12:25:00,-44.9166666666667,45.475,1699,NA,NA,2904,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",129,"HBH",164,7.52083333333576,2020,"DC",NA
10668,"H43653","Set longlines","3b","TOP",2020-03-11 17:00:00,-44.8085,45.4171666666667,1695,2020-03-11 17:40:00,-44.8151666666667,45.3688333333333,1700,NA,NA,2976,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",247,"HBH",164,3.68055555555475,2020,"DC",NA
10668,"H43654","Set longlines","3b","TOP",2020-03-11 18:00:00,-44.8318333333333,45.1838333333333,1547,2020-03-11 18:40:00,-44.8386666666667,45.135,1565,NA,NA,2945,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",214,"HBH",164,4.04166666666424,2020,"DC",NA
10668,"H43655","Set longlines","3b","TOP",2020-03-12 15:40:00,-44.9186666666667,44.3618333333333,1217,2020-03-12 16:15:00,-44.9251666666667,44.3151666666667,1206,NA,NA,2924,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",202,"HBH",164,3.65625,2020,"DC",NA
10668,"H43656","Set longlines","3b","TOP",2020-03-12 16:30:00,-44.9335,44.2386666666667,1185,2020-03-12 17:10:00,-44.9393333333333,44.1913333333333,1163,NA,NA,2936,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",36,"HBH",164,3.75,2020,"DC",NA
10668,"H43657","Set longlines","3b","TOP",2020-03-12 19:00:00,-44.8351666666667,43.9245,1314,2020-03-12 19:40:00,-44.8603333333333,43.957,1408,NA,NA,2969,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",268,"HBH",164,3.98611111110949,2020,"DC",NA
10668,"H43658","Set longlines","3b","TOP",2020-03-13 14:10:00,-44.7241666666667,43.9396666666667,1530,2020-03-13 14:40:00,-44.7448333333333,43.8988333333333,1463,NA,NA,2964,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",374,"HBH",164,3.61805555555475,2020,"DC",NA
10668,"H43659","Set longlines","3b","TOP",2020-03-13 15:00:00,-44.8036666666667,43.7651666666667,1570,2020-03-13 15:35:00,-44.8288333333333,43.802,1493,NA,NA,2964,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",76,"HBH",164,3.87152777778101,2020,"DC",NA
10668,"H43660","Set longlines","3b","TOP",2020-03-13 15:50:00,-44.8653333333333,43.854,1300,2020-03-13 16:30:00,-44.8898333333333,43.8878333333333,1222,NA,NA,2955,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",149,"HBH",164,3.99305555555475,2020,"DC",NA
10668,"H43662","Set longlines","3b","TOP",2020-03-18 19:25:00,-44.8118333333333,42.4493333333333,1744,2020-03-18 20:05:00,-44.8116666666667,42.4,1755,NA,NA,2976,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",301,"HBH",164,0.947916666664241,2020,"DC",NA
10668,"H43663","Set longlines","3b","TOP",2020-03-19 00:40:00,-44.7693333333333,41.9515,1794,2020-03-19 01:25:00,-44.7413333333333,41.922,1805,NA,NA,2946,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",253,"HBH",164,1.04513888888323,2020,"DC",NA
10668,"H43664","Set longlines","3b","TOP",2020-03-18 23:35:00,-44.8413333333333,42.0263333333333,1753,2020-03-19 00:15:00,-44.8125,41.9958333333333,1771,NA,NA,2946,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",97,"HBH",164,1.30208333333576,2020,"DC",NA
10668,"H43665","Set longlines","3b","TOP",2020-03-18 22:25:00,-44.8681666666667,42.1926666666667,1776,2020-03-18 23:05:00,-44.868,42.143,1746,NA,NA,2976,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",106,"HBH",164,1.55208333333576,2020,"DC",NA
10668,"H43666","Set longlines","3b","TOP",2020-03-18 21:25:00,-44.8675,42.3215,1786,2020-03-18 22:05:00,-44.8675,42.2716666666667,1788,NA,NA,2955,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",102,"HBH",164,1.76736111110949,2020,"DC",NA
10668,"H43667","Set longlines","3b","TOP",2020-03-19 04:00:00,-44.5875,41.9118333333333,1778,2020-03-19 05:35:00,-44.6198333333333,41.8886666666667,1930,NA,NA,2910,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",235,"HBH",164,2.01388888889051,2020,"DC",NA
10668,"H43668","Set longlines","3b","TOP",2020-03-19 05:45:00,-44.5931666666667,41.8218333333333,1758,2020-03-19 06:30:00,-44.5631666666667,41.8421666666667,1762,NA,NA,2906,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",254,"HBH",164,2.23958333332848,2020,"DC",NA
10668,"H43669","Set longlines","3b","TOP",2020-03-19 03:05:00,-44.5691666666667,42.005,1850,2020-03-19 03:50:00,-44.5368333333333,42.0248333333333,1846,NA,NA,2965,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",117,"HBH",164,2.78472222222626,2020,"DC",NA
10668,"H43670","Set longlines","3b","TOP",2020-03-20 07:55:00,-44.4801666666667,41.897,1652,2020-03-20 08:45:00,-44.5126666666667,41.8761666666667,1551,NA,NA,2908,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",332,"HBH",164,1.96875,2020,"DC",NA
10668,"H43671","Set longlines","3b","TOP",2020-03-23 03:00:00,-43.7493333333333,41.0818333333333,1140,2020-03-23 04:25:00,-43.6441666666667,41.132,1360,NA,NA,7598,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",3116,"HBH",164,1.01736111110949,2020,"SIR",NA
10668,"H43672","Set longlines","3b","TOP",2020-03-23 01:30:00,-43.7821666666667,40.9303333333333,1483,2020-03-23 02:50:00,-43.7543333333333,41.0575,1260,NA,NA,7633,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",3822,"HBH",164,1.48611111110949,2020,"SIR",NA
10668,"H43673","Set longlines","3b","TOP",2020-03-23 04:25:00,-43.6516666666667,41.1108333333333,1072,2020-03-23 05:50:00,-43.6561666666667,40.9745,1462,NA,NA,8030,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",2753,"HBH",164,1.93055555555475,2020,"SIR",NA
10668,"H43674","Set longlines","3b","TOP",2020-03-23 06:20:00,-43.6745,40.8731666666667,1335,2020-03-23 07:40:00,-43.6741666666667,41.0093333333333,1242,NA,NA,7731,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",1560,"HBH",164,2.20833333333576,2020,"SIR",NA
10668,"H43675","Set longlines","3b","TOP",2020-03-23 08:00:00,-43.6235,41.028,1361,2020-03-23 09:20:00,-43.6015,41.1346666666667,1254,NA,NA,6620,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",2342,"HBH",164,2.72916666666424,2020,"SIR",NA
10668,"H43676","Set longlines","3b","TOP",2020-03-23 19:25:00,-42.9868333333333,42.0123333333333,1529,2020-03-23 20:45:00,-42.9056666666667,41.9771666666667,1346,NA,NA,7591,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",3500,"HBH",164,3.34722222221899,2020,"SIR",NA
10668,"H43677","Set longlines","3b","TOP",2020-03-23 21:40:00,-43.0218333333333,41.9406666666667,843,2020-03-23 23:00:00,-43.0983333333333,41.875,1455,NA,NA,7521,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",2586,"HBH",164,3.64583333332848,2020,"SIR",NA
10668,"H43678","Set longlines","3b","TOP",2020-03-23 18:00:00,-43.0673333333333,41.9441666666667,1364,2020-03-23 19:15:00,-42.9996666666667,41.9985,1190,NA,NA,7399,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",2614,"HBH",164,4.26041666666424,2020,"SIR",NA
10668,"H43679","Set longlines","3b","TOP",2020-03-23 14:50:00,-43.2775,41.8551666666667,1466,2020-03-23 16:10:00,-43.251,41.9711666666667,1317,NA,NA,6734,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",4720,"HBH",164,5.15972222222626,2020,"SIR",NA
10668,"H43680","Set longlines","3b","TOP",2020-03-24 22:55:00,-43.7256666666667,40.826,1386,2020-03-25 00:15:00,-43.775,40.9378333333333,1078,NA,NA,7705,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",2501,"HBH",164,4.57638888889051,2020,"SIR",NA
10668,"H43681","Set longlines","3b","TOP",2020-03-23 16:20:00,-43.2268333333333,41.9651666666667,1360,2020-03-23 17:40:00,-43.1371666666667,41.9271666666667,1025,NA,NA,7315,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",1703,"HBH",164,6.96875,2020,"SIR",NA
