"vesselCode","opeID","Gear","Subarea","Target","fishopSetStartDate","fishopSetStartLatitude","fishopSetStartLongitude","StartDepth","fishopSetEndDate","fishopSetEndLatitude","fishopSetEndLongitude","EndDepth","fishopHaulStartDate","fishopHaulEndDate","HooksSet","HooksLost","speciesFAOCode","speciesScientificName","speciesEnglishName","Catch_Kg","src","datasetID","Soaktime","Season","MU","Weigth"
10668,"H21121","Set longlines","3b",NA,2019-03-07,-44.96,44.7183333333333,1336,NA,-44.8833333333333,44.6116666666667,1340,NA,NA,11506,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",603,"HBH",106,0,2019,"DC",NA
10668,"H21122","Set longlines","3b",NA,2019-03-09,-44.8966666666667,44.5683333333333,1239,NA,-44.9166666666667,44.6166666666667,1246,NA,NA,11481,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",92,"HBH",106,0,2019,"DC",NA
10668,"H21123","Set longlines","3b",NA,2019-03-06,-44.98,44.9,1324,NA,-44.87,44.745,1325,NA,NA,14384,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",746,"HBH",106,0,2019,"DC",NA
10668,"H21124","Set longlines","3b",NA,2019-03-06,-44.98,45.0383333333333,1462,NA,-44.9016666666667,44.925,1439,NA,NA,10456,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",727,"HBH",106,0,2019,"DC",NA
10668,"H21125","Set longlines","3b",NA,2019-03-12,-44.95,45.1016666666667,1531,NA,-44.88,45,1527,NA,NA,9951,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",72,"HBH",106,0,2019,"DC",NA
10668,"H21126","Set longlines","3b",NA,2019-03-12,-44.9483333333333,45.1366666666667,1483,NA,-44.8316666666667,44.9983333333333,1560,NA,NA,11924,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",411,"HBH",106,0,2019,"DC",NA
10668,"H21127","Set longlines","3b",NA,2019-03-08,-44.6766666666667,45.33,1665,NA,-44.76,45.4616666666667,1705,NA,NA,13254,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",446,"HBH",106,0,2019,"DC",NA
10668,"H21128","Set longlines","3b",NA,2019-03-08,-44.9133333333333,45.6633333333333,1650,NA,-44.805,45.5183333333333,1670,NA,NA,13528,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1129,"HBH",106,0,2019,"DC",NA
10668,"H21129","Set longlines","3b",NA,2019-03-10,-44.7733333333333,45.745,1623,NA,-44.68,45.6183333333333,1627,NA,NA,13598,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",603,"HBH",106,0,2019,"DC",NA
10668,"H21130","Set longlines","3b",NA,2019-03-10,-44.8183333333333,45.735,1655,NA,-44.715,45.5916666666667,1640,NA,NA,13594,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",131,"HBH",106,0,2019,"DC",NA
10668,"H21131","Set longlines","3b",NA,2019-03-15,-44.7833333333333,44.5,1260,NA,-44.8733333333333,44.6233333333333,1258,NA,NA,11505,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",578,"HBH",106,0,2019,"DC",NA
10668,"H21132","Set longlines","3b",NA,2019-03-16,-44.7266666666667,44.4916666666667,1308,NA,-44.835,44.6483333333333,1216,NA,NA,13446,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1414,"HBH",106,0,2019,"DC",NA
10668,"H21133","Set longlines","3b",NA,2019-03-16,-44.8833333333333,44.9066666666667,1317,NA,-44.77,44.75,1320,NA,NA,14272,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",660,"HBH",106,0,2019,"DC",NA
10668,"H21134","Set longlines","3b",NA,2019-03-17,-44.7533333333333,44.61,1355,NA,-44.6333333333333,44.445,1234,NA,NA,15308,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1096,"HBH",106,0,2019,"DC",NA
10668,"H21135","Set longlines","3b",NA,2019-03-29,-42.9166666666667,42.5933333333333,1207,NA,-42.9883333333333,42.5716666666667,1472,NA,NA,5238,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",312,"HBH",106,0,2019,"SIR",NA
10668,"H21136","Set longlines","3b",NA,2019-03-30,-42.98,42.6333333333333,1441,NA,-43.0233333333333,42.58,1505,NA,NA,5654,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",701,"HBH",106,0,2019,"SIR",NA
10668,"H21137","Set longlines","3b",NA,2019-03-30,-42.9133333333333,42.015,1651,NA,-42.9633333333333,42.0216666666667,1574,NA,NA,5722,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1009,"HBH",106,0,2019,"SIR",NA
10668,"H21138","Set longlines","3b",NA,2019-03-31,-42.9933333333333,42.0216666666667,1117,NA,-43.04,41.9683333333333,1530,NA,NA,5814,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",270,"HBH",106,0,2019,"SIR",NA
10668,"H21139","Set longlines","3b",NA,2019-03-31,-43.0383333333333,41.935,1352,NA,-43.1033333333333,41.8816666666667,1107,NA,NA,6630,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",494,"HBH",106,0,2019,"SIR",NA
10668,"H21140","Set longlines","3b",NA,2019-03-19,-43.2083333333333,41.9666666666667,1209,NA,-43.15,41.93,1212,NA,NA,6797,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1643,"HBH",106,0,2019,"SIR",NA
10668,"H21141","Set longlines","3b",NA,2019-03-19,-43.4,42,1574,NA,-43.4266666666667,41.9583333333333,1199,NA,NA,4664,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",721,"HBH",106,0,2019,"SIR",NA
10668,"H21142","Set longlines","3b",NA,2019-03-19,-43.5466666666667,41.7933333333333,1045,NA,-43.475,41.8066666666667,1123,NA,NA,6836,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1437,"HBH",106,0,2019,"SIR",NA
10668,"H21143","Set longlines","3b",NA,2019-03-20,-44.7433333333333,42.9666666666667,1704,NA,-44.7466666666667,42.7566666666667,1765,NA,NA,13456,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1587,"HBH",106,0,2019,"DC",NA
10668,"H21144","Set longlines","3b",NA,2019-03-21,-44.7483333333333,42.68,1733,NA,-44.745,42.4883333333333,1710,NA,NA,13506,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1207,"HBH",106,0,2019,"DC",NA
10668,"H21145","Set longlines","3b",NA,2019-03-22,-44.8083333333333,42.7816666666667,1706,NA,-44.8183333333333,42.5616666666667,1690,NA,NA,13589,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1280,"HBH",106,0,2019,"DC",NA
10668,"H21146","Set longlines","3b",NA,2019-03-23,-44.8133333333333,42.495,1782,NA,-44.8166666666667,42.27,1722,NA,NA,14322,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1498,"HBH",106,0,2019,"DC",NA
10668,"H21147","Set longlines","3b",NA,2019-03-25,-44.605,41.87,1759,NA,-44.4733333333333,41.95,1839,NA,NA,11493,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",3908,"HBH",106,0,2019,"DC",NA
10668,"H21148","Set longlines","3b",NA,2019-03-26,-44.7783333333333,42.6583333333333,1709,NA,-44.7883333333333,42.455,1709,NA,NA,13288,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",566,"HBH",106,0,2019,"DC",NA
10668,"H21149","Set longlines","3b",NA,2019-03-26,-44.7833333333333,42.9266666666667,1724,NA,-44.7883333333333,42.7233333333333,1730,NA,NA,13340,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1331,"HBH",106,0,2019,"DC",NA
10668,"H21150","Set longlines","3b",NA,2019-03-28,-44.8716666666667,42.3633333333333,1745,NA,-44.87,42.1783333333333,1775,NA,NA,14278,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1228,"HBH",106,0,2019,"DC",NA
10668,"H21151","Set longlines","3b",NA,2019-03-27,-44.8616666666667,42.615,1620,NA,-44.8683333333333,42.42,1525,NA,NA,13563,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1594,"HBH",106,0,2019,"DC",NA
10668,"H21152","Set longlines","3b",NA,2019-04-01,-43.2133333333333,41.9666666666667,1388,NA,-43.15,41.8916666666667,1610,NA,NA,6797,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",227,"HBH",106,0,2019,"SIR",NA
10668,"H21153","Set longlines","3b",NA,2019-04-01,-43.455,41.9666666666667,1590,NA,-43.425,42.015,1167,NA,NA,4652,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",867,"HBH",106,0,2019,"SIR",NA
10668,"H21154","Set longlines","3b",NA,2019-03-31,-43.4833333333333,41.795,1240,NA,-43.55,41.8033333333333,1132,NA,NA,6823,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",476,"HBH",106,0,2019,"SIR",NA
10668,"H21155","Set longlines","3b",NA,2019-04-03,-44.4733333333333,41.9366666666667,1638,NA,-44.61,41.8666666666667,1767,NA,NA,11469,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",2853,"HBH",106,0,2019,"DC",NA
10668,"H21156","Set longlines","3b",NA,2019-04-05,-44.6766666666667,41.9666666666667,1803,NA,-44.525,42.025,1858,NA,NA,13452,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",1437,"HBH",106,0,2019,"DC",NA
10668,"H21157","Set longlines","3b",NA,2019-04-04,-44.5,41.9766666666667,1840,NA,-44.6383333333333,41.8933333333333,1790,NA,NA,12542,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",902,"HBH",106,0,2019,"DC",NA
10668,"H21158","Set longlines","3b",NA,2019-04-03,-44.4833333333333,41.9716666666667,1725,NA,-44.615,41.875,1790,NA,NA,13423,NA,"TOP","Dissostichus eleginoides","Patagonian toothfish",2569,"HBH",106,0,2019,"DC",NA
10668,"H43586","Set longlines","3b","TOP",2020-02-22 11:10:00,-44.4035,45.8186666666667,1813,2020-02-22 11:40:00,-44.4405,45.7933333333333,1787,NA,NA,2992,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",18,"HBH",164,1.44791666667152,2020,"DC",NA
10668,"H43587","Set longlines","3b","TOP",2020-02-22 11:55:00,-44.497,45.7523333333333,1748,2020-02-22 12:35:00,-44.5333333333333,45.7216666666667,1740,NA,NA,2904,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",355,"HBH",164,1.61111111110949,2020,"DC",NA
10668,"H43588","Set longlines","3b","TOP",2020-02-22 14:20:00,-44.7266666666667,45.7483333333333,1637,2020-02-22 14:55:00,-44.755,45.7883333333333,1632,NA,NA,2895,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",236,"HBH",164,1.80902777777374,2020,"DC",NA
10668,"H43589","Set longlines","3b","TOP",2020-02-22 13:25:00,-44.6583333333333,45.6533333333333,1668,2020-02-22 14:05:00,-44.685,45.69,1654,NA,NA,2898,TRUE,"TOP","Dissostichus eleginoides","Patagonian toothfish",154,"HBH",164,2.09027777778101,2020,"DC",NA
